name,medal_type,medal_date,gender,birth_date,country,discipline,event
INGSTAD Vilde,OURO,2024-08-10,FEMININO,1994-12-18,Norway,Handball,Women
LUNDE Katrine,OURO,2024-08-10,FEMININO,1980-03-30,Norway,Handball,Women
JACOBSEN Marit,OURO,2024-08-10,FEMININO,1994-02-25,Norway,Handball,Women
HERREM Camilla,OURO,2024-08-10,FEMININO,1986-10-08,Norway,Handball,Women
SOLBERG-ISAKSEN Sanna,OURO,2024-08-10,FEMININO,1990-06-16,Norway,Handball,Women
REISTAD Henny,OURO,2024-08-10,FEMININO,1999-02-09,Norway,Handball,Women
RUSHFELDT DEILA Thale,OURO,2024-08-10,FEMININO,2000-01-15,Norway,Handball,Women
GLAUSER Laura,PRATA,2024-08-10,FEMININO,1993-08-20,France,Handball,Women
NOCANDY Meline,PRATA,2024-08-10,FEMININO,1998-02-25,France,Handball,Women
TOUBLANC Alicia,PRATA,2024-08-10,FEMININO,1996-05-03,France,Handball,Women
VALENTINI Chloe,PRATA,2024-08-10,FEMININO,1995-04-19,France,Handball,Women
LASSOURCE Coralie,PRATA,2024-08-10,FEMININO,1992-09-01,France,Handball,Women
ZAADI DEUNA Grace,PRATA,2024-08-10,FEMININO,1993-07-07,France,Handball,Women
DARLEUX MINGAM Cleopatre,PRATA,2024-08-10,FEMININO,1989-07-01,France,Handball,Women
FLIPPES Laura,PRATA,2024-08-10,FEMININO,1994-12-13,France,Handball,Women
KANOR Orlane,PRATA,2024-08-10,FEMININO,1997-06-16,France,Handball,Women
HORACEK Tamara,PRATA,2024-08-10,FEMININO,1995-11-05,France,Handball,Women
FOPPA Pauletta,PRATA,2024-08-10,FEMININO,2000-12-22,France,Handball,Women
NZE MINKO Estelle,PRATA,2024-08-10,FEMININO,1991-08-11,France,Handball,Women
ONDONO Onacia,PRATA,2024-08-10,FEMININO,1996-04-14,France,Handball,Women
GRANIER Lucie,PRATA,2024-08-10,FEMININO,1999-06-11,France,Handball,Women
BOUKTIT Sarah,PRATA,2024-08-10,FEMININO,2002-08-27,France,Handball,Women
GRANDVEAU Lena,PRATA,2024-08-10,FEMININO,2003-01-21,France,Handball,Women
SAKO Hatadou,PRATA,2024-08-10,FEMININO,1995-10-21,France,Handball,Women
TOFT Sandra,BRONZE,2024-08-10,FEMININO,1989-10-18,Denmark,Handball,Women
AABERG IVERSEN Sarah,BRONZE,2024-08-10,FEMININO,1990-04-10,Denmark,Handball,Women
ELVER Helena,BRONZE,2024-08-10,FEMININO,1998-03-01,Denmark,Handball,Women
HANSEN Anne Mette,BRONZE,2024-08-10,FEMININO,1994-08-25,Denmark,Handball,Women
HEINDAHL Kathrine,BRONZE,2024-08-10,FEMININO,1992-03-26,Denmark,Handball,Women
HAUGSTED Line,BRONZE,2024-08-10,FEMININO,1994-11-11,Denmark,Handball,Women
REINHARDT Althea,BRONZE,2024-08-10,FEMININO,1996-09-01,Denmark,Handball,Women
TRANBORG Mette,BRONZE,2024-08-10,FEMININO,1996-01-01,Denmark,Handball,Women
JOERGENSEN Kristina,BRONZE,2024-08-10,FEMININO,1998-01-17,Denmark,Handball,Women
OESTERGAARD Trine,BRONZE,2024-08-10,FEMININO,1991-10-17,Denmark,Handball,Women
VINTER BURGAARD Louise,BRONZE,2024-08-10,FEMININO,1992-10-17,Denmark,Handball,Women
HOEJLUND Mie,BRONZE,2024-08-10,FEMININO,1997-10-24,Denmark,Handball,Women
FRIIS Emma,BRONZE,2024-08-10,FEMININO,1999-10-31,Denmark,Handball,Women
IVERSEN Rikke,BRONZE,2024-08-10,FEMININO,1993-05-18,Denmark,Handball,Women
MOELLER Michala,BRONZE,2024-08-10,FEMININO,2000-02-16,Denmark,Handball,Women
CHEN Meng,OURO,2024-08-10,FEMININO,1994-01-15,China,Table Tennis,Women's Team
SUN Yingsha,OURO,2024-08-10,FEMININO,2000-11-04,China,Table Tennis,Women's Team
WANG Manyu,OURO,2024-08-10,FEMININO,1999-02-09,China,Table Tennis,Women's Team
HAYATA Hina,PRATA,2024-08-10,FEMININO,2000-07-07,Japan,Table Tennis,Women's Team
HARIMOTO Miwa,PRATA,2024-08-10,FEMININO,2008-06-16,Japan,Table Tennis,Women's Team
HIRANO Miu,PRATA,2024-08-10,FEMININO,2000-04-14,Japan,Table Tennis,Women's Team
SHIN Yubin,BRONZE,2024-08-10,FEMININO,2004-07-05,Korea,Table Tennis,Women's Team
JEON Jihee,BRONZE,2024-08-10,FEMININO,1992-10-28,Korea,Table Tennis,Women's Team
LEE Eunhye,BRONZE,2024-08-10,FEMININO,1995-05-02,Korea,Table Tennis,Women's Team
GREBENNIKOV Jenia,OURO,2024-08-10,MASCULINO,1990-08-13,France,Volleyball,Men
CHINENYEZE Barthelemy,OURO,2024-08-10,MASCULINO,1998-02-28,France,Volleyball,Men
JOUFFROY Quentin,OURO,2024-08-10,MASCULINO,1993-07-05,France,Volleyball,Men
le GOFF Nicolas,OURO,2024-08-10,MASCULINO,1992-02-15,France,Volleyball,Men
FAURE Theo,OURO,2024-08-10,MASCULINO,1999-10-12,France,Volleyball,Men
PATRY Jean,OURO,2024-08-10,MASCULINO,1996-12-27,France,Volleyball,Men
BRIZARD Antoine,OURO,2024-08-10,MASCULINO,1994-05-22,France,Volleyball,Men
TONIUTTI Benjamin,OURO,2024-08-10,MASCULINO,1989-10-30,France,Volleyball,Men
CLEVENOT Trevor,OURO,2024-08-10,MASCULINO,1994-06-28,France,Volleyball,Men
LOUATI Yacine,OURO,2024-08-10,MASCULINO,1992-03-04,France,Volleyball,Men
NGAPETH Earvin,OURO,2024-08-10,MASCULINO,1991-02-12,France,Volleyball,Men
TILLIE Kevin,OURO,2024-08-10,MASCULINO,1990-11-02,France,Volleyball,Men
CARLE Timothee,OURO,2024-08-10,MASCULINO,1995-11-30,France,Volleyball,Men
KACZMAREK Lukasz,PRATA,2024-08-10,MASCULINO,1994-06-29,Poland,Volleyball,Men
KUREK Bartosz,PRATA,2024-08-10,MASCULINO,1988-08-29,Poland,Volleyball,Men
LEON VENERO Wilfredo,PRATA,2024-08-10,MASCULINO,1993-07-31,Poland,Volleyball,Men
SLIWKA Aleksander,PRATA,2024-08-10,MASCULINO,1995-05-24,Poland,Volleyball,Men
LOMACZ Grzegorz,PRATA,2024-08-10,MASCULINO,1987-10-01,Poland,Volleyball,Men
KOCHANOWSKI Jakub,PRATA,2024-08-10,MASCULINO,1997-07-17,Poland,Volleyball,Men
SEMENIUK Kamil,PRATA,2024-08-10,MASCULINO,1996-07-16,Poland,Volleyball,Men
ZATORSKI Pawel,PRATA,2024-08-10,MASCULINO,1990-06-21,Poland,Volleyball,Men
JANUSZ Marcin,PRATA,2024-08-10,MASCULINO,1994-07-31,Poland,Volleyball,Men
BIENIEK Mateusz,PRATA,2024-08-10,MASCULINO,1994-04-05,Poland,Volleyball,Men
FORNAL Tomasz,PRATA,2024-08-10,MASCULINO,1997-08-31,Poland,Volleyball,Men
HUBER Norbert,PRATA,2024-08-10,MASCULINO,1998-08-14,Poland,Volleyball,Men
BOLADZ Bartlomiej,PRATA,2024-08-10,MASCULINO,1994-09-28,Poland,Volleyball,Men
DUARTE ALECRIM Diana,BRONZE,2024-08-10,FEMININO,1999-02-22,Brazil,Volleyball,Women
ALEXANDRE COSTA NUNES Nyeme Victor,BRONZE,2024-08-10,FEMININO,1998-10-11,Brazil,Volleyball,Women
SILVA CARNEIRO Macris Fernanda,BRONZE,2024-08-10,FEMININO,1989-03-03,Brazil,Volleyball,Women
DAHER de MENEZES Thaisa,BRONZE,2024-08-10,FEMININO,1987-05-15,Brazil,Volleyball,Women
MONTIBELLER Rosamaria,BRONZE,2024-08-10,FEMININO,1994-04-09,Brazil,Volleyball,Women
RATZKE Roberta Silva,BRONZE,2024-08-10,FEMININO,1990-04-28,Brazil,Volleyball,Women
BRAGA GUIMARAES Gabriela,BRONZE,2024-08-10,FEMININO,1994-05-19,Brazil,Volleyball,Women
MENEZES OLIVEIRA de SOUZA Ana Cris,BRONZE,2024-08-10,FEMININO,2004-04-07,Brazil,Volleyball,Women
da SILVA Ana Carolina,BRONZE,2024-08-10,FEMININO,1991-04-08,Brazil,Volleyball,Women
BERGMANN Julia Isabelle,BRONZE,2024-08-10,FEMININO,2001-02-21,Brazil,Volleyball,Women
LEMES SANTOS Tainara,BRONZE,2024-08-10,FEMININO,2000-03-09,Brazil,Volleyball,Women
GERALDO TEIXEIRA Lorenne,BRONZE,2024-08-10,FEMININO,1996-01-08,Brazil,Volleyball,Women
ARAUJO Natalia,BRONZE,2024-08-10,FEMININO,1997-04-10,Brazil,Volleyball,Women
ESTER RAMOS Laura,OURO,2024-08-10,FEMININO,1990-01-22,Spain,Water Polo,Women
PIRALKOVA COELLO Isabel,OURO,2024-08-10,FEMININO,2005-06-23,Spain,Water Polo,Women
ESPAR LLAQUET Anni,OURO,2024-08-10,FEMININO,1993-01-08,Spain,Water Polo,Women
ORTIZ Bea,OURO,2024-08-10,FEMININO,1995-06-21,Spain,Water Polo,Women
PEREZ VIVAS Nona,OURO,2024-08-10,FEMININO,2003-04-10,Spain,Water Polo,Women
CRESPI BARRIGA Paula,OURO,2024-08-10,FEMININO,1998-04-07,Spain,Water Polo,Women
RUIZ BARRIL Elena,OURO,2024-08-10,FEMININO,2004-10-29,Spain,Water Polo,Women
PENA Pili,OURO,2024-08-10,FEMININO,1986-04-04,Spain,Water Polo,Women
FORCA ARIZA Judith,OURO,2024-08-10,FEMININO,1996-06-07,Spain,Water Polo,Women
CAMUS Paula,OURO,2024-08-10,FEMININO,2002-02-12,Spain,Water Polo,Women
GARCIA GODOY Maica,OURO,2024-08-10,FEMININO,1990-10-17,Spain,Water Polo,Women
LEITON ARRONES Paula,OURO,2024-08-10,FEMININO,2000-04-27,Spain,Water Polo,Women
TERRE Martina,OURO,2024-08-10,FEMININO,2002-08-28,Spain,Water Polo,Women
PALM Gabriella,PRATA,2024-08-10,FEMININO,1998-05-20,Australia,Water Polo,Women
GOFERS Keesja,PRATA,2024-08-10,FEMININO,1990-03-16,Australia,Water Polo,Women
ARMIT Elle,PRATA,2024-08-10,FEMININO,1991-08-20,Australia,Water Polo,Women
HALLIGAN Bronte,PRATA,2024-08-10,FEMININO,1996-08-12,Australia,Water Polo,Women
GREEN Sienna,PRATA,2024-08-10,FEMININO,2004-11-01,Australia,Water Polo,Women
ANDREWS Abby,PRATA,2024-08-10,FEMININO,2000-11-28,Australia,Water Polo,Women
ANDREWS Charlize,PRATA,2024-08-10,FEMININO,2001-12-26,Australia,Water Polo,Women
HEARN Sienna,PRATA,2024-08-10,FEMININO,2002-07-16,Australia,Water Polo,Women
ARANCINI Zoe,PRATA,2024-08-10,FEMININO,1991-07-14,Australia,Water Polo,Women
WILLIAMS Alice,PRATA,2024-08-10,FEMININO,1998-12-24,Australia,Water Polo,Women
KEARNS Tilly,PRATA,2024-08-10,FEMININO,2000-10-02,Australia,Water Polo,Women
JACKOVICH Danijela,PRATA,2024-08-10,FEMININO,1994-11-04,Australia,Water Polo,Women
LONGMAN Genevieve,PRATA,2024-08-10,FEMININO,1995-10-02,Australia,Water Polo,Women
AARTS Laura,BRONZE,2024-08-10,FEMININO,1996-08-10,Netherlands,Water Polo,Women
WOLVES Iris,BRONZE,2024-08-10,FEMININO,1994-05-09,Netherlands,Water Polo,Women
SLEEKING Brigitte,BRONZE,2024-08-10,FEMININO,1998-03-19,Netherlands,Water Polo,Women
van der SLOOT Sabrina,BRONZE,2024-08-10,FEMININO,1991-03-16,Netherlands,Water Polo,Women
KEUNING Maartje,BRONZE,2024-08-10,FEMININO,1998-04-26,Netherlands,Water Polo,Women
van de KRAATS Simone,BRONZE,2024-08-10,FEMININO,2000-11-15,Netherlands,Water Polo,Women
ROGGE Bente,BRONZE,2024-08-10,FEMININO,1997-10-02,Netherlands,Water Polo,Women
SEVENICH Vivian,BRONZE,2024-08-10,FEMININO,1993-02-28,Netherlands,Water Polo,Women
JOUSTRA Kittylynn,BRONZE,2024-08-10,FEMININO,1998-01-11,Netherlands,Water Polo,Women
ROGGE Lieke,BRONZE,2024-08-10,FEMININO,2000-11-30,Netherlands,Water Polo,Women
MOOLHUIJZEN Lola,BRONZE,2024-08-10,FEMININO,2004-08-17,Netherlands,Water Polo,Women
TEN BROEK Nina,BRONZE,2024-08-10,FEMININO,2001-07-04,Netherlands,Water Polo,Women
BUIS Sarah,BRONZE,2024-08-10,FEMININO,2000-03-20,Netherlands,Water Polo,Women
LOYD Jewell,OURO,2024-08-11,FEMININO,1993-10-05,United States,Basketball,Women
PLUM Kelsey,OURO,2024-08-11,FEMININO,1994-08-24,United States,Basketball,Women
IONESCU Sabrina,OURO,2024-08-11,FEMININO,1997-12-06,United States,Basketball,Women
COPPER Kahleah,OURO,2024-08-11,FEMININO,1994-08-28,United States,Basketball,Women
GRAY Chelsea,OURO,2024-08-11,FEMININO,1992-10-08,United States,Basketball,Women
WILSON A'ja,OURO,2024-08-11,FEMININO,1996-08-08,United States,Basketball,Women
STEWART Breanna,OURO,2024-08-11,FEMININO,1994-08-27,United States,Basketball,Women
COLLIER Napheesa,OURO,2024-08-11,FEMININO,1996-09-23,United States,Basketball,Women
TAURASI Diana,OURO,2024-08-11,FEMININO,1982-06-11,United States,Basketball,Women
YOUNG Jackie,OURO,2024-08-11,FEMININO,1997-09-16,United States,Basketball,Women
THOMAS Alyssa,OURO,2024-08-11,FEMININO,1992-04-12,United States,Basketball,Women
GRINER Brittney,OURO,2024-08-11,FEMININO,1990-10-18,United States,Basketball,Women
FAUTHOUX Marine,PRATA,2024-08-11,FEMININO,2001-01-23,France,Basketball,Women
CHERY Alexia,PRATA,2024-08-11,FEMININO,1998-09-05,France,Basketball,Women
MICHEL BOURY Sarah,PRATA,2024-08-11,FEMININO,1989-01-10,France,Basketball,Women
AYAYI Valeriane,PRATA,2024-08-11,FEMININO,1994-04-29,France,Basketball,Women
RUPERT Iliana,PRATA,2024-08-11,FEMININO,2001-07-12,France,Basketball,Women
SALAUN Janelle,PRATA,2024-08-11,FEMININO,2001-09-05,France,Basketball,Women
MALONGA Dominique,PRATA,2024-08-11,FEMININO,2005-11-16,France,Basketball,Women
WILLIAMS Gabby,PRATA,2024-08-11,FEMININO,1996-09-09,France,Basketball,Women
BADIANE Marieme,PRATA,2024-08-11,FEMININO,1994-11-24,France,Basketball,Women
JOHANNES Marine,PRATA,2024-08-11,FEMININO,1995-01-21,France,Basketball,Women
LACAN Leila,PRATA,2024-08-11,FEMININO,2004-06-02,France,Basketball,Women
BERNIES Romane,PRATA,2024-08-11,FEMININO,1993-06-27,France,Basketball,Women
MELBOURNE Jade,BRONZE,2024-08-11,FEMININO,2002-08-18,Australia,Basketball,Women
WALLACE Kristy,BRONZE,2024-08-11,FEMININO,1996-01-03,Australia,Basketball,Women
TALBOT Steph,BRONZE,2024-08-11,FEMININO,1994-06-15,Australia,Basketball,Women
MADGEN Tess,BRONZE,2024-08-11,FEMININO,1990-08-12,Australia,Basketball,Women
SMITH Alanna,BRONZE,2024-08-11,FEMININO,1996-09-10,Australia,Basketball,Women
MAGBEGOR Ezi,BRONZE,2024-08-11,FEMININO,1999-08-13,Australia,Basketball,Women
TOLO Marianna,BRONZE,2024-08-11,FEMININO,1989-07-02,Australia,Basketball,Women
GEORGE Cayla,BRONZE,2024-08-11,FEMININO,1989-05-01,Australia,Basketball,Women
ATWELL Amy,BRONZE,2024-08-11,FEMININO,1998-06-30,Australia,Basketball,Women
BORLASE Isobel,BRONZE,2024-08-11,FEMININO,2004-09-12,Australia,Basketball,Women
JACKSON Lauren,BRONZE,2024-08-11,FEMININO,1981-05-11,Australia,Basketball,Women
WHITCOMB Sami,BRONZE,2024-08-11,FEMININO,1988-07-20,Australia,Basketball,Women
JACOBSEN Niklas Landin,OURO,2024-08-11,MASCULINO,1988-12-19,Denmark,Handball,Men
KIRKELOEKKE Niclas,OURO,2024-08-11,MASCULINO,1994-03-26,Denmark,Handball,Men
JACOBSEN Magnus Landin,OURO,2024-08-11,MASCULINO,1995-08-20,Denmark,Handball,Men
JAKOBSEN Emil,OURO,2024-08-11,MASCULINO,1998-01-24,Denmark,Handball,Men
LAUGE Rasmus,OURO,2024-08-11,MASCULINO,1991-06-20,Denmark,Handball,Men
NIELSEN Emil,OURO,2024-08-11,MASCULINO,1997-03-10,Denmark,Handball,Men
SAUGSTRUP Magnus,OURO,2024-08-11,MASCULINO,1996-07-12,Denmark,Handball,Men
LINDBERG Hans,OURO,2024-08-11,MASCULINO,1981-08-01,Denmark,Handball,Men
GIDSEL Mathias,OURO,2024-08-11,MASCULINO,1999-02-08,Denmark,Handball,Men
MOELLGAARD Henrik,OURO,2024-08-11,MASCULINO,1985-01-02,Denmark,Handball,Men
HANSEN Mikkel,OURO,2024-08-11,MASCULINO,1987-10-22,Denmark,Handball,Men
JOERGENSEN Lukas,OURO,2024-08-11,MASCULINO,1999-03-31,Denmark,Handball,Men
ANDERSSON Lasse,OURO,2024-08-11,MASCULINO,1994-03-11,Denmark,Handball,Men
HALD Simon,OURO,2024-08-11,MASCULINO,1994-09-28,Denmark,Handball,Men
ARNOLDSEN Thomas,OURO,2024-08-11,MASCULINO,2002-01-11,Denmark,Handball,Men
PYTLICK Simon,OURO,2024-08-11,MASCULINO,2000-12-11,Denmark,Handball,Men
SPAETH David,PRATA,2024-08-11,MASCULINO,2002-04-29,Germany,Handball,Men
GOLLA Johannes,PRATA,2024-08-11,MASCULINO,1997-11-05,Germany,Handball,Men
WITZKE Luca,PRATA,2024-08-11,MASCULINO,1999-04-03,Germany,Handball,Men
HEYMANN Sebastian,PRATA,2024-08-11,MASCULINO,1998-03-01,Germany,Handball,Men
FISCHER Justus,PRATA,2024-08-11,MASCULINO,2003-02-06,Germany,Handball,Men
KNORR Juri,PRATA,2024-08-11,MASCULINO,2000-05-09,Germany,Handball,Men
KOESTER Julian,PRATA,2024-08-11,MASCULINO,2000-03-16,Germany,Handball,Men
USCINS Renars,PRATA,2024-08-11,MASCULINO,2002-04-29,Germany,Handball,Men
HAEFNER Kai,PRATA,2024-08-11,MASCULINO,1989-07-10,Germany,Handball,Men
HORNKE Tim,PRATA,2024-08-11,MASCULINO,1990-08-04,Germany,Handball,Men
WOLFF Andreas,PRATA,2024-08-11,MASCULINO,1991-03-03,Germany,Handball,Men
DAHMKE Rune,PRATA,2024-08-11,MASCULINO,1993-04-10,Germany,Handball,Men
MERTENS Lukas,PRATA,2024-08-11,MASCULINO,1996-03-22,Germany,Handball,Men
STEINERT Christoph,PRATA,2024-08-11,MASCULINO,1990-01-18,Germany,Handball,Men
GRGIC Marko,PRATA,2024-08-11,MASCULINO,2003-09-11,Germany,Handball,Men
KOHLBACHER Jannik,PRATA,2024-08-11,MASCULINO,1995-07-19,Germany,Handball,Men
PEREZ de VARGAS Gonzalo,BRONZE,2024-08-11,MASCULINO,1991-01-10,Spain,Handball,Men
MAQUEDA Jorge,BRONZE,2024-08-11,MASCULINO,1988-02-06,Spain,Handball,Men
DUJSHEBAEV Alex,BRONZE,2024-08-11,MASCULINO,1992-12-17,Spain,Handball,Men
CORRALES Rodrigo,BRONZE,2024-08-11,MASCULINO,1991-01-24,Spain,Handball,Men
FIGUERAS Adrian,BRONZE,2024-08-11,MASCULINO,1988-08-31,Spain,Handball,Men
GARCIANDIA Imanol,BRONZE,2024-08-11,MASCULINO,1995-04-30,Spain,Handball,Men
SERDIO Abel,BRONZE,2024-08-11,MASCULINO,1994-04-16,Spain,Handball,Men
CASADO Agustin,BRONZE,2024-08-11,MASCULINO,1996-05-21,Spain,Handball,Men
GOMEZ Aleix,BRONZE,2024-08-11,MASCULINO,1997-05-07,Spain,Handball,Men
TARRAFETA Ian,BRONZE,2024-08-11,MASCULINO,1999-01-04,Spain,Handball,Men
SANCHEZ-MIGALLON Miguel,BRONZE,2024-08-11,MASCULINO,1995-02-08,Spain,Handball,Men
DUJSHEBAEV Daniel,BRONZE,2024-08-11,MASCULINO,1997-07-04,Spain,Handball,Men
ODRIOZOLA Kauldi,BRONZE,2024-08-11,MASCULINO,1997-01-07,Spain,Handball,Men
FERNANDEZ Daniel,BRONZE,2024-08-11,MASCULINO,2001-03-28,Spain,Handball,Men
RODRIGUEZ Javier,BRONZE,2024-08-11,MASCULINO,2002-07-22,Spain,Handball,Men
CAMBI Carlotta,OURO,2024-08-11,FEMININO,1996-05-28,Italy,Volleyball,Women
de GENNARO Monica,OURO,2024-08-11,FEMININO,1987-01-08,Italy,Volleyball,Women
ORRO Alessia,OURO,2024-08-11,FEMININO,1998-07-18,Italy,Volleyball,Women
BOSETTI Caterina Chiara,OURO,2024-08-11,FEMININO,1994-02-02,Italy,Volleyball,Women
DANESI Anna,OURO,2024-08-11,FEMININO,1996-04-20,Italy,Volleyball,Women
SYLLA Myriam Fatime,OURO,2024-08-11,FEMININO,1995-01-08,Italy,Volleyball,Women
EGONU Paola Ogechi,OURO,2024-08-11,FEMININO,1998-12-18,Italy,Volleyball,Women
FAHR Sarah Luisa,OURO,2024-08-11,FEMININO,2001-09-12,Italy,Volleyball,Women
ANTROPOVA Ekaterina,OURO,2024-08-11,FEMININO,2003-03-19,Italy,Volleyball,Women
GIOVANNINI Gaia,OURO,2024-08-11,FEMININO,2001-12-17,Italy,Volleyball,Women
SPIRITO Ilaria,OURO,2024-08-11,FEMININO,1994-02-20,Italy,Volleyball,Women
LUBIAN Marina,OURO,2024-08-11,FEMININO,2000-04-11,Italy,Volleyball,Women
OMORUYI Oghosasere Loveth,OURO,2024-08-11,FEMININO,2002-08-25,Italy,Volleyball,Women
SKINNER Avery,PRATA,2024-08-11,FEMININO,1999-04-25,United States,Volleyball,Women
RETTKE Dana,PRATA,2024-08-11,FEMININO,1999-01-21,United States,Volleyball,Women
ROBINSON Kelsey,PRATA,2024-08-11,FEMININO,1992-06-25,United States,Volleyball,Women
THOMPSON Jordan,PRATA,2024-08-11,FEMININO,1997-05-05,United States,Volleyball,Women
WASHINGTON Haleigh,PRATA,2024-08-11,FEMININO,1995-09-22,United States,Volleyball,Women
WONG-ORANTES Justine,PRATA,2024-08-11,FEMININO,1995-10-06,United States,Volleyball,Women
POULTER Jordyn,PRATA,2024-08-11,FEMININO,1997-07-31,United States,Volleyball,Women
CARLINI Lauren,PRATA,2024-08-11,FEMININO,1995-02-28,United States,Volleyball,Women
LARSON Jordan,PRATA,2024-08-11,FEMININO,1986-10-16,United States,Volleyball,Women
DREWS Andrea,PRATA,2024-08-11,FEMININO,1993-12-25,United States,Volleyball,Women
PLUMMER Kathryn,PRATA,2024-08-11,FEMININO,1998-10-16,United States,Volleyball,Women
OGBOGU Chiaka,PRATA,2024-08-11,FEMININO,1995-04-15,United States,Volleyball,Women
HANCOCK Micha,PRATA,2024-08-11,FEMININO,1992-11-10,United States,Volleyball,Women
FILIPOVIC Radoslav,OURO,2024-08-11,MASCULINO,1997-08-19,Serbia,Water Polo,Men
MANDIC Dusan,OURO,2024-08-11,MASCULINO,1994-06-16,Serbia,Water Polo,Men
RASOVIC Strahinja,OURO,2024-08-11,MASCULINO,1992-03-09,Serbia,Water Polo,Men
RANDELOVIC Sava,OURO,2024-08-11,MASCULINO,1993-07-17,Serbia,Water Polo,Men
CUK Milos,OURO,2024-08-11,MASCULINO,1990-12-21,Serbia,Water Polo,Men
DEDOVIC Nikola,OURO,2024-08-11,MASCULINO,1992-01-25,Serbia,Water Polo,Men
DRASOVIC Radomir,OURO,2024-08-11,MASCULINO,1997-07-22,Serbia,Water Polo,Men
JAKSIC Nikola,OURO,2024-08-11,MASCULINO,1997-01-17,Serbia,Water Polo,Men
VICO Nemanja,OURO,2024-08-11,MASCULINO,1994-11-19,Serbia,Water Polo,Men
UBOVIC Nemanja,OURO,2024-08-11,MASCULINO,1991-02-24,Serbia,Water Polo,Men
RASOVIC Viktor,OURO,2024-08-11,MASCULINO,1993-08-13,Serbia,Water Polo,Men
JAKSIC Petar,OURO,2024-08-11,MASCULINO,2001-07-20,Serbia,Water Polo,Men
MISOVIC Vladimir,OURO,2024-08-11,MASCULINO,2001-09-15,Serbia,Water Polo,Men
BIJAC Marko,PRATA,2024-08-11,MASCULINO,1991-01-12,Croatia,Water Polo,Men
BURIC Rino,PRATA,2024-08-11,MASCULINO,1997-04-05,Croatia,Water Polo,Men
FATOVIC Loren,PRATA,2024-08-11,MASCULINO,1996-11-16,Croatia,Water Polo,Men
LONCAR Luka,PRATA,2024-08-11,MASCULINO,1987-06-26,Croatia,Water Polo,Men
JOKOVIC Maro,PRATA,2024-08-11,MASCULINO,1987-10-01,Croatia,Water Polo,Men
BUKIC Luka,PRATA,2024-08-11,MASCULINO,1994-04-30,Croatia,Water Polo,Men
VUKICEVIC Ante,PRATA,2024-08-11,MASCULINO,1993-02-24,Croatia,Water Polo,Men
ZUVELA Marko,PRATA,2024-08-11,MASCULINO,2001-12-22,Croatia,Water Polo,Men
MARINIC KRAGIC Jerko,PRATA,2024-08-11,MASCULINO,1991-01-24,Croatia,Water Polo,Men
VRLIC Josi,PRATA,2024-08-11,MASCULINO,1986-04-25,Croatia,Water Polo,Men
BILJAKA Matias,PRATA,2024-08-11,MASCULINO,1999-01-20,Croatia,Water Polo,Men
KHARKOV Konstantin,PRATA,2024-08-11,MASCULINO,1997-02-23,Croatia,Water Polo,Men
POPADIC Toni,PRATA,2024-08-11,MASCULINO,1994-11-05,Croatia,Water Polo,Men
WEINBERG Adrian,BRONZE,2024-08-11,MASCULINO,2001-11-25,United States,Water Polo,Men
HOOPER Johnny,BRONZE,2024-08-11,MASCULINO,1997-06-24,United States,Water Polo,Men
VAVIC Marko,BRONZE,2024-08-11,MASCULINO,1999-04-25,United States,Water Polo,Men
OBERT Alex,BRONZE,2024-08-11,MASCULINO,1991-12-18,United States,Water Polo,Men
DAUBE Hannes,BRONZE,2024-08-11,MASCULINO,2000-01-05,United States,Water Polo,Men
CUPIDO Luca,BRONZE,2024-08-11,MASCULINO,1995-11-09,United States,Water Polo,Men
HALLOCK Ben,BRONZE,2024-08-11,MASCULINO,1997-11-22,United States,Water Polo,Men
WOODHEAD Dylan,BRONZE,2024-08-11,MASCULINO,1998-09-25,United States,Water Polo,Men
BOWEN Alex,BRONZE,2024-08-11,MASCULINO,1993-09-04,United States,Water Polo,Men
DODD Chase William,BRONZE,2024-08-11,MASCULINO,2003-04-05,United States,Water Polo,Men
DODD Ryder,BRONZE,2024-08-11,MASCULINO,2006-01-19,United States,Water Polo,Men
IRVING Max,BRONZE,2024-08-11,MASCULINO,1995-05-21,United States,Water Polo,Men
HOLLAND Drew,BRONZE,2024-08-11,MASCULINO,1995-04-11,United States,Water Polo,Men
DING Xinyi,OURO,2024-08-10,FEMININO,2004-08-27,China,Rhythmic Gymnastics,Group All-Around
GUO Qiqi,OURO,2024-08-10,FEMININO,1998-08-07,China,Rhythmic Gymnastics,Group All-Around
HAO Ting,OURO,2024-08-10,FEMININO,2001-03-23,China,Rhythmic Gymnastics,Group All-Around
HUANG Zhangjiayang,OURO,2024-08-10,FEMININO,2000-02-15,China,Rhythmic Gymnastics,Group All-Around
WANG Lanjing,OURO,2024-08-10,FEMININO,2005-03-10,China,Rhythmic Gymnastics,Group All-Around
BAKANOV Shani,PRATA,2024-08-10,FEMININO,2006-02-27,Israel,Rhythmic Gymnastics,Group All-Around
FRIEDMANN Adar,PRATA,2024-08-10,FEMININO,2006-07-18,Israel,Rhythmic Gymnastics,Group All-Around
PARITZKI Romi,PRATA,2024-08-10,FEMININO,2004-06-17,Israel,Rhythmic Gymnastics,Group All-Around
SHAHAM Ofir,PRATA,2024-08-10,FEMININO,2004-11-23,Israel,Rhythmic Gymnastics,Group All-Around
